mult,pT,eta
30,13.7923,124.944
8,2.01479,-15.1533
38,16.8649,-91.8525
48,22.1969,19.8858
12,3.0049,-14.0564
2,0.391458,-0.680684
4,0.701776,-16.4635
40,16.6055,-0.240284
40,16.1588,-143.701
4,2.04623,12.9695
48,21.3758,-87.8115
30,12.2028,51.8657
10,4.83551,9.97995
20,7.50699,35.6112
30,12.028,-20.7596
28,12.3121,77.3663
10,4.35856,23.6267
12,3.89363,37.8351
12,4.13018,-45.4398
8,2.51448,13.3764
6,1.48715,-10.3032
22,6.38956,-45.9433
18,6.37593,61.5787
4,1.80374,-12.6564
12,5.77982,31.8325
38,15.949,-123.337
14,6.33306,-7.01872
28,11.7175,63.8089
8,2.60477,-14.7045
34,11.2156,9.98624
32,14.3616,-84.6482
14,3.97397,38.5307
14,5.37302,11.3221
24,8.69931,-33.3711
18,5.83553,52.7047
22,7.95035,67.1081
40,14.1133,69.0879
18,4.00273,48.3437
20,7.65093,-32.7687
64,28.2739,55.7059
14,5.33399,56.1439
70,28.8277,102.329
20,7.75705,-97.7727
34,11.5202,14.2782
22,6.17744,-47.1835
24,10.0711,8.12001
14,4.40113,36.3976
56,28.4414,-35.0165
28,11.051,48.9453
20,8.2425,-20.9808
10,3.67322,-6.9592
44,18.7838,-78.1713
6,2.23354,-30.2912
20,5.30159,77.8319
92,43.3968,-138.736
4,1.05399,-16.7292
14,5.02799,7.67156
16,6.07125,30.5189
30,12.3562,-53.1241
26,9.04347,-78.054
6,1.96588,28.5363
18,6.2897,-58.8168
24,6.46274,-23.9122
18,6.00418,50.1202
4,1.02326,14.8511
2,0.6792,-0.609621
48,17.1871,-25.1643
46,21.3046,16.9732
32,7.89562,76.0404
42,13.8494,-39.5778
62,29.3486,-115.96
16,5.35275,-41.835
2,1.35856,-2.8652
32,12.0411,59.1076
16,3.43326,-55.7836
18,9.07464,39.3924
4,2.2018,-16.4002
6,1.7568,20.6259
24,8.09581,62.7156
40,14.2759,96.1617
38,15.0179,56.4675
6,3.28686,5.28785
26,8.61,30.9256
34,15.5812,80.2999
4,2.47515,-14.0021
28,11.558,-81.3611
8,3.38062,43.1244
16,6.79746,4.26417
12,4.65966,-35.313
22,8.00111,38.0956
16,7.60853,-61.0107
8,4.72931,-41.8497
30,11.2627,50.4727
58,37.0373,42.7073
22,7.60079,-71.5305
14,7.13615,21.8368
32,11.5363,-100.425
6,2.71399,1.67554
18,5.23666,15.2856
58,24.4085,99.8699
12,5.31748,-32.179
8,2.40775,-41.0935
42,22.444,53.0429
8,2.33416,23.3748
6,2.38719,-31.1702
14,5.6932,76.8968
62,29.0374,83.1668
28,9.00202,-97.4158
10,5.10003,-20.7524
38,14.1046,-14.3156
26,9.83754,-53.9673
24,8.78527,18.2868
38,13.2479,78.0715
44,17.6477,39.2608
4,0.444219,-22.0593
24,8.6184,120.459
6,3.5882,-25.7537
30,9.91346,45.3975
22,9.8284,65.2515
22,10.6916,63.2485
22,6.325,78.6945
14,7.03097,-44.1674
10,3.56754,-22.7018
26,10.501,-45.8799
14,2.87825,5.70518
16,5.30682,36.7042
52,25.3284,104.088
26,12.6667,-51.3041
30,10.744,50.6324
20,6.83815,-47.3911
32,12.1615,-36.1722
14,4.91555,63.7515
22,10.1236,-80.0313
24,9.13253,56.776
14,6.23863,33.0681
22,6.20683,-43.1318
20,9.02789,-22.7929
32,10.6005,9.36224
26,8.66268,-36.3366
22,6.51426,9.89261
12,4.16791,14.2676
38,13.3528,-58.9425
50,15.9237,61.4605
16,5.77152,-38.9007
70,31.5206,-33.9484
4,0.846536,14.9657
22,7.94659,-11.5029
28,10.7082,-0.251954
28,10.0958,-57.6895
36,12.43,-61.5126
6,1.49831,-32.8591
14,6.01704,-72.5043
14,3.55616,59.539
32,10.9158,-19.8229
32,8.84302,73.6256
64,26.0285,-156.848
8,3.2606,-36.5426
30,13.434,86.2591
48,18.672,166.611
22,5.84085,-109.001
14,4.40623,-24.3731
30,10.0125,-37.003
36,12.0743,13.003
32,16.7594,28.8613
30,10.3938,-35.6424
18,9.22739,-36.0881
30,10.5825,-42.4832
74,34.4093,60.1118
18,4.595,-39.824
40,13.4123,35.8921
22,8.28178,87.4359
14,5.43359,-60.9275
8,2.54539,-16.0756
4,1.12312,12.8481
12,3.5097,39.2742
52,18.0087,-18.5932
26,9.93264,39.4709
28,9.97346,-75.441
40,17.7941,27.2389
32,12.8146,-56.567
18,7.52485,73.8514
26,8.22614,81.6923
30,13.684,62.9458
94,43.1908,102.123
6,1.43755,-24.0686
18,8.36454,-22.7782
26,8.38373,103.798
26,10.5239,-110.594
32,18.2139,-125.497
28,10.8529,-50.7435
8,2.0567,7.67888
50,18.4099,-17.3362
24,8.61396,47.7428
28,9.64476,60.5456
18,12.577,17.4751
42,15.3375,-55.7558
18,5.84982,73.1887
22,6.87179,59.1686
38,15.4188,-126.233
30,10.7814,-22.6739
10,3.94237,5.67813
6,1.95148,-28.6443
32,10.2472,37.6246
22,9.39785,47.3349
30,9.5156,26.1316
36,15.2119,-95.591
16,5.88611,24.8926
52,20.0978,-103.354
20,5.83261,93.516
6,1.83617,1.2373
28,10.7711,60.6674
24,7.43369,-37.0163
26,13.3261,34.1458
8,2.80294,17.9265
50,18.9596,29.5947
30,11.2945,95.6748
12,3.54466,-13.9419
56,25.7789,67.0308
10,3.20558,26.9234
12,4.27006,-18.416
44,18.2713,87.1635
56,22.6795,-24.4628
2,0.336159,0.929333
36,12.0213,87.1734
74,48.363,-58.6131
16,5.70516,-27.1475
44,16.9306,-28.7822
42,12.5373,11.7479
18,5.89935,-30.8458
28,9.87807,54.43
68,33.9724,63.074
4,1.62382,-15.3931
32,11.0816,-74.3931
16,7.01498,37.1351
20,6.1244,55.5184
36,10.3701,-45.9756
74,29.5662,-89.1865
14,6.3512,-60.5952
22,10.2081,12.1506
12,3.66896,61.4849
44,16.3093,6.11488
40,13.4114,-85.8918
20,6.85689,-27.7756
16,5.42797,44.9398
18,5.92674,37.5984
26,8.32371,-34.3814
20,7.54336,-95.0258
10,4.0022,15.0905
30,11.8247,49.8768
22,6.5158,50.6563
16,6.19595,19.3592
34,12.8964,1.1703
72,36.7503,12.032
14,4.31792,66.5245
26,10.9715,57.4305
12,4.16471,-35.2517
32,9.83963,103.523
8,2.52764,-44.9969
24,8.8192,67.8543
20,6.23021,75.7279
4,2.97366,12.7686
28,12.5333,-50.7967
8,1.34423,-10.9824
10,4.75691,44.172
6,2.35701,29.3064
8,2.83389,12.0158
46,14.0005,63.8669
52,20.9322,-44.8891
32,10.2101,2.33046
26,14.9877,90.353
20,6.79922,48.4949
24,9.54771,-7.61219
4,1.17346,-18.1053
28,10.1269,-129.256
40,16.1567,14.9019
30,10.9315,91.0297
54,29.7761,-82.8636
44,18.4194,-146.7
44,22.4715,-67.1461
32,10.9098,-44.3444
24,6.80088,-40.4918
20,8.06711,84.8765
8,2.52669,12.1999
32,10.8636,14.3152
30,11.247,-1.41168
18,6.90687,-49.4777
36,14.0017,-18.6985
32,11.673,15.6075
24,8.4688,-54.915
8,2.53475,0.877822
32,12.6742,-98.4256
8,2.80854,8.48708
12,3.43102,-17.9802
8,3.23714,10.5638
38,18.9399,4.04447
14,4.79199,-73.321
20,9.36849,-80.332
42,15.8411,-111.792
24,8.98956,6.01698
24,6.99339,-26.4191
42,16.5585,93.9729
12,3.6623,-64.0004
6,2.47597,28.4169
78,34.7665,36.5241
18,7.23065,26.7313
52,17.7849,45.1075
6,1.288,-25.1724
28,11.3399,-26.3792
50,18.3046,123.039
58,25.3314,-29.79
2,0.331629,1.05538
26,10.303,99.3892
36,10.757,-152.067
8,2.67987,10.4554
34,10.0566,-102.538
38,14.7146,-79.89
18,5.2746,66.2406
60,24.6913,46.7718
22,5.37323,-43.084
20,8.29867,2.23817
12,3.91405,-29.3321
32,13.13,51.2939
12,4.66572,50.4244
2,0.329626,3.05016
32,11.3835,-62.085
2,1.25046,-2.4388
42,23.5269,86.0782
38,15.3227,-84.777
52,21.4176,-70.9273
30,11.0753,-55.1411
10,3.52251,-25.6815
28,9.79048,71.5851
40,15.0604,107.101
50,23.9147,-54.2835
20,7.68637,44.2492
28,8.92797,5.5249
22,7.42692,-35.3231
42,17.4527,-69.7148
26,10.7945,-76.8285
16,6.97121,-43.8938
42,18.0998,4.94695
20,7.61399,-55.0723
30,12.7092,-50.824
50,22.7637,74.2259
54,23.0442,90.5103
72,31.787,-103.319
18,7.11912,90.8751
30,15.5974,62.8899
30,7.97933,-10.1708
68,38.2421,-51.3932
62,32.6827,197.02
32,12.6791,91.8059
18,7.30516,-12.6456
32,8.81703,-51.3352
28,10.6074,-11.9259
98,45.7387,142.328
106,57.0845,11.6558
6,1.77269,1.9804
38,14.2699,-90.7926
8,1.898,-43.3676
18,5.49215,17.0627
14,5.64256,56.25
24,6.46946,-79.8019
46,18.8583,30.6912
72,32.3389,18.5778
36,12.9349,-36.9935
32,12.0432,1.47677
76,30.3436,105.596
24,12.6605,-54.6515
22,8.05618,14.4857
14,5.23706,-17.0568
28,9.02859,-39.6244
26,11.8711,45.1658
52,20.4124,-41.1686
36,12.7503,86.9941
24,7.9249,93.7959
26,11.1085,0.443353
40,15.9756,58.3242
46,14.6489,-104.945
30,11.7324,71.464
8,1.7357,-10.7325
30,14.6943,-23.8697
22,7.24852,-7.1382
44,21.5044,54.8263
18,5.88199,21.7729
36,14.8567,-50.6575
28,11.8701,-45.2493
14,6.8423,-3.88342
92,45.3382,-232.814
16,6.08663,-13.124
48,24.8204,-80.9746
18,5.20807,-54.0363
18,8.30115,-40.7265
2,0.569606,2.86146
46,18.3576,-7.2584
32,14.0107,-65.6516
34,16.4102,89.6047
16,6.73607,44.8156
28,9.5329,-97.6463
6,2.32691,0.756799
48,24.5694,50.0395
12,3.8276,-57.1735
24,10.9908,-20.3276
6,2.25755,-27.2523
28,8.95922,-26.3579
44,14.6281,67.0107
32,10.3,-54.7803
30,9.98583,58.1616
26,10.0247,102.97
10,2.95491,53.5534
22,7.77814,-18.2572
26,11.5481,67.4502
48,21.59,123.474
20,5.89987,-27.7566
20,6.23416,21.0782
4,0.922316,16.7596
58,27.3996,-24.7838
42,17.0828,63.7276
18,8.63314,65.3722
22,8.48425,72.5122
22,6.13281,-67.9534
50,17.9803,-116.377
28,10.7492,-65.7819
38,12.2042,-7.20927
50,23.503,-32.8422
10,3.59989,33.8133
36,11.1375,-29.1056
34,13.5602,93.1183
16,7.64451,48.9501
14,5.30341,-65.5138
26,8.70657,73.6268
32,15.3253,-57.1364
26,8.74811,6.11796
12,4.19844,22.4049
48,22.6221,-101.264
22,10.0271,-90.8555
42,17.834,-82.0325
18,6.18802,40.5318
18,6.31869,-27.1981
12,4.10391,-33.0238
16,5.6677,19.0421
8,3.23255,-31.3862
10,2.11495,21.4514
40,18.0368,29.1526
6,1.48713,2.27814
38,15.4616,-34.0996
66,31.0295,-111.246
16,7.35308,50.1986
22,9.3531,-9.23101
8,3.137,-35.4466
44,23.81,38.6727
60,25.6751,39.7807
24,9.75679,-11.0154
12,4.23882,35.6836
16,6.90473,43.2343
20,9.46614,-40.8068
26,10.5898,5.04086
38,12.1811,-35.4438
36,13.8204,-65.1849
34,16.3991,-90.2041
22,7.87189,-92.7223
4,0.735327,16.8937
20,8.23281,18.9125
28,7.48687,96.8884
20,6.9822,5.96607
40,16.1192,-73.2987
20,6.71292,-70.6434
34,11.0611,56.9142
20,7.20588,-27.5565
40,16.8963,44.0157
36,12.8,98.0561
34,14.8548,-44.9062
26,10.6177,71.7584
46,21.6386,-123.37
24,9.7358,55.6467
4,1.56944,14.6859
6,1.22678,1.02117
12,4.50681,34.8628
32,14.2984,70.0113
44,15.0053,-68.0712
30,12.6119,-66.4776
24,10.301,-24.6306
48,18.2547,151.662
6,1.4311,2.41114
24,9.16738,-47.5352
30,13.4169,54.4016
4,1.76897,15.2754
40,14.9614,65.4233
58,27.1581,5.27613
32,9.9784,56.0166
18,5.73716,-28.63
24,10.6933,-70.6057
44,18.8316,-41.1824
28,11.0636,71.9724
58,28.4903,-87.3387
18,6.91055,-67.6096
22,7.78251,-71.5405
32,11.5847,-57.9856
34,12.5109,-46.7302
18,5.94103,54.9839
20,6.69055,-33.4234
16,7.15924,10.0393
24,10.3833,-68.2057
38,13.2929,73.6515
26,8.70467,63.4226
24,10.1548,-46.2352
40,15.6601,-128.905
2,0.685926,2.72585
24,8.12678,99.6236
22,7.37593,-19.7866
32,12.4569,111.614
26,9.44723,-98.6693
30,13.2972,-43.828
36,19.1727,57.8053
42,15.9346,26.8931
26,9.99819,57.9188
24,9.94398,-16.8771
22,7.22737,66.9113
38,16.1064,107.153
30,12.3094,2.60899
24,9.56352,-14.67
110,48.4322,-153.191
48,21.7199,110.748
16,4.51594,56.0521
52,22.3511,43.2209
16,5.88154,54.3544
20,5.67274,31.5449
26,8.49149,27.9702
20,6.4644,79.1696
18,5.38184,83.7786
34,11.2133,-38.5469
28,10.5545,-47.3245
44,14.1377,113.419
40,18.6066,45.0215
20,9.91487,-27.3142
32,11.7499,-86.3804
28,14.0832,-30.2124
18,5.23056,-44.3778
38,15.4152,59.1441
52,23.5783,-57.3004
46,19.5787,43.7957
22,7.13542,47.0888
30,11.8824,-65.1247
6,2.49279,24.4865
70,28.2622,12.8482
12,5.69809,-7.80127
34,11.2011,100.193
16,6.22436,-37.2519
26,8.19513,63.7227
26,10.1642,-41.8464
26,11.3282,34.9436
8,3.3908,-37.3982
40,15.0892,-36.9583
24,9.15877,-34.8918
26,8.69578,22.2439
2,0.991156,2.91212
8,2.90161,38.2774
8,1.83561,46.4581
50,17.1223,-25.7227
34,14.9228,54.2374
34,13.3284,24.6705
4,1.0389,-21.3471
8,2.51977,8.46758
26,14.042,-63.2705
12,4.11607,-59.7894
12,4.02784,-62.6413
34,12.1553,38.6904
2,0.571797,-1.48468
34,13.752,-44.8582
12,6.56808,-4.83355
6,2.35815,25.6291
68,27.1043,-26.1942
20,6.93755,-60.5049
40,13.9915,-46.4696
22,6.3112,-91.9043
36,14.694,28.7802
34,12.3108,-29.8549
40,14.2647,69.688
10,4.59406,-48.9777
18,8.6832,8.80298
24,8.14644,-105.506
14,5.46281,50.1956
28,7.95327,41.7223
24,8.66868,-116.644
14,4.79631,54.5901
10,2.84695,55.9707
32,11.5533,100.07
4,0.891412,-20.2626
16,4.97206,-7.30257
34,14.9115,-68.7423
10,2.13759,-25.09
50,21.6515,54.5739
6,2.53948,27.717
48,16.6929,-113.911
20,5.84142,-5.18441
10,2.43941,-21.8354
16,5.60495,55.8102
10,3.51925,-53.2293
38,13.6005,101.887
32,10.6211,37.5406
22,8.07706,71.2817
42,16.4378,-43.6906
64,32.5564,-137.729
18,6.81928,-16.9673
28,12.6697,-83.6382
32,13.8962,-50.8882
32,9.91482,83.1108
6,3.26534,30.5677
26,9.29881,33.4099
24,10.5183,-106.939
40,14.4347,-57.8053
22,7.87235,-57.3025
24,10.1377,-42.957
54,21.8422,98.5005
20,8.17608,-29.8145
4,0.966203,17.3247
40,19.4369,103.086
8,3.55921,-13.5929
10,5.77199,-38.9358
20,8.41794,-40.8069
54,21.4219,140.278
38,16.0917,13.6472
16,8.95627,64.0619
56,21.6221,-52.7942
16,6.05528,-55.8778
24,10.6562,-4.16758
4,2.02497,-15.024
12,6.38043,-63.1446
10,3.27761,-30.7667
36,13.8709,-45.6737
32,12.9473,53.945
24,9.67505,-61.2731
24,9.84268,-51.2417
60,23.3106,89.9134
8,2.45275,13.2944
18,6.37833,79.263
22,10.0194,46.7459
6,2.26298,30.0805
40,16.4653,28.723
36,14.1566,-43.8432
22,9.39437,98.5179
46,15.5287,57.3629
40,19.5029,23.605
26,9.8495,-1.21392
4,0.904012,-19.0691
18,8.84352,68.9021
18,7.10406,-49.0828
10,3.05411,-49.3069
42,21.7575,-30.3559
32,10.0371,35.7974
22,7.553,-40.3402
28,13.7657,-115.56
28,9.63145,-47.16
32,12.6208,-46.0566
24,8.08358,27.3978
28,12.7691,-54.3571
28,11.9928,-4.30829
24,9.4357,-61.7154
22,7.997,27.9583
6,2.53914,-4.78139
14,4.71823,5.16893
44,13.987,-8.48248
16,6.09825,-24.1391
22,7.09507,-73.701
12,5.53853,61.3898
8,2.76844,35.7245
40,16.2443,-36.1109
38,12.5635,44.4617
20,7.57424,-61.7688
34,13.0754,81.9371
26,9.77469,-54.8127
30,12.7766,5.95467
10,3.73284,46.5896
18,6.05124,27.5945
22,8.43727,59.5684
20,7.14144,-94.6187
14,6.12209,-4.27996
12,5.93927,49.0051
112,53.6699,198.998
24,8.6475,49.7564
38,15.7095,-94.3891
38,13.2148,98.5976
24,6.67189,-8.65908
6,1.45619,-5.39544
18,6.98073,4.58574
34,17.5557,87.8463
20,6.40539,13.6242
34,11.8372,-26.158
28,11.1422,-77.2798
18,7.3584,79.2759
78,31.5599,-56.0521
32,12.9353,10.0096
30,12.0405,-36.672
22,9.11163,62.9997
24,10.0999,-61.3683
4,1.54017,16.8997
42,16.262,-120.522
16,5.19889,-48.6111
18,7.48247,50.1466
12,3.70215,-8.05438
14,7.02501,38.771
10,2.11046,34.1076
24,9.11597,52.6224
28,10.296,-62.5288
18,5.2094,-41.0622
34,14.3571,67.1268
38,11.0019,29.4379
28,7.93107,23.7039
18,4.90273,-31.8665
24,10.2991,-59.734
30,13.9561,33.3679
114,74.2607,-69.7226
16,5.72989,-59.9143
6,1.63393,34.603
40,23.2012,-100.384
16,6.21718,53.1052
36,13.9328,148.394
40,14.2468,-35.8795
18,7.20455,84.7194
30,11.8508,59.8122
60,25.8828,127.606
22,9.23043,0.766093
10,3.49614,-45.6635
34,14.8947,108.374
26,13.5674,45.901
32,14.1048,-36.6796
22,9.13454,-60.8152
16,5.82341,-39.4172
8,2.00937,9.64127
8,2.85474,-14.6364
40,21.8779,64.3702
24,9.42103,-35.46
44,17.5073,-31.0553
34,14.0104,57.9384
18,6.13914,-28.4817
6,2.59386,-2.29003
28,11.1338,-30.4627
38,14.2702,88.4917
46,19.3006,19.7944
34,11.3901,-104.882
58,30.83,-27.2562
20,7.03244,-6.97342
22,8.58236,-50.2746
18,6.07449,68.2789
24,9.19419,-22.2935
8,3.29107,11.5302
44,20.3039,-70.2308
18,6.31821,-18.58
14,3.90381,81.5278
30,10.8942,-77.24
58,25.6596,-56.8965
22,8.27052,50.6806
60,25.0473,-46.9078
44,19.3679,-29.7783
22,6.6589,-59.0323
42,17.1385,-123.597
22,8.54393,26.4759
10,3.62695,-30.0074
30,14.8228,-54.2456
20,9.35336,76.8101
28,9.44825,-71.8464
24,9.55766,-11.0291
6,2.44279,25.2076
16,4.20044,55.7582
38,11.9786,125.235
6,2.02906,25.2518
44,15.579,-111.551
24,7.31019,-96.7509
14,5.50254,-73.3046
8,1.99449,4.36088
22,8.15641,-73.3731
42,13.7366,3.99912
68,24.6254,78.1162
40,18.0454,-62.757
58,21.3844,56.4144
32,14.2947,75.4094
8,4.13153,14.8299
16,6.13632,-30.6698
24,7.35162,78.2554
14,6.81347,18.2119
40,16.1715,-64.3563
10,3.24283,2.37819
4,2.4246,11.7565
80,49.8938,59.9683
24,9.0613,70.1053
20,6.45943,-97.3169
22,7.14456,36.2303
14,4.60554,-47.2091
12,2.82243,46.7441
44,17.9577,-18.8025
22,10.0362,52.9877
2,0.679672,3.6518
16,6.24622,31.6023
40,13.342,-45.1458
6,1.38174,0.637513
26,11.93,13.8771
6,2.79318,-24.3874
34,12.7963,-85.5004
28,10.1407,20.4719
50,19.8556,31.7188
30,11.1753,20.3547
38,14.1964,69.3553
24,8.89847,73.0726
28,10.2848,-80.7155
18,7.47122,-34.6425
64,23.9063,-23.8237
6,2.02019,3.96887
2,1.17047,-0.170236
32,13.0851,47.3564
18,6.62726,-31.0807
24,8.46867,60.5185
30,11.7566,85.686
10,3.23015,-26.308
22,7.53953,105.432
20,7.59462,-4.19709
8,2.82799,41.0078
8,1.83829,38.6225
32,12.7689,0.956941
34,11.5754,-64.9272
6,2.1058,-8.50348
16,4.50403,16.3899
20,8.73454,60.3177
32,11.2856,34.7613
30,12.3876,18.2077
24,9.4246,-82.8329
14,4.90376,1.40232
6,2.0274,-28.5343
20,8.63294,-17.8618
26,10.388,21.7585
18,5.55479,69.8915
14,8.55649,32.7798
12,4.69288,-16.8272
32,13.7554,35.2992
48,17.8051,-129.734
44,15.3289,14.3966
30,12.0444,48.4815
58,20.4677,137.461
38,16.898,-58.6806
28,13.0277,14.6702
104,47.3776,25.4812
46,16.3672,-32.1107
38,14.4422,93.1432
34,14.7046,-108.766
32,13.2978,-111.07
28,8.98515,85.1214
36,15.373,-120.058
34,12.4664,-67.0912
4,1.78424,18.2721
64,36.4709,-9.64173
52,21.8915,17.3697
10,2.61959,-56.3496
22,7.73667,-39.6358
4,1.38281,9.07464
26,8.38979,-43.2988
4,1.70334,-9.32961
36,15.6362,-74.9944
14,5.06853,6.81522
18,8.73303,60.3666
6,2.05763,-30.6037
40,18.3882,31.6708
6,1.81054,31.6093
28,10.7673,81.4962
36,13.0431,12.6003
18,8.80071,39.4204
6,3.28038,29.9946
86,32.9067,-11.6098
18,6.38277,98.0531
18,4.76679,11.4193
20,6.27442,-8.66668
42,18.5506,8.85987
14,5.95169,-44.7019
8,1.98825,-36.7184
32,13.7714,-70.7761
38,14.3515,-43.6198
6,1.99467,-20.0391
10,3.14332,6.67018
26,10.2201,-16.4311
28,8.6791,-10.7163
4,0.882495,11.9936
12,4.55637,55.2618
28,11.3723,-112.075
28,7.42261,-43.111
8,3.65087,41.0347
18,7.03345,13.7744
28,8.16505,-28.6378
18,7.8897,-39.0519
28,13.0853,26.6457
18,7.08027,49.7625
32,10.4296,96.3366
32,11.0235,-13.5706
32,15.0678,20.919
28,8.02867,-125.62
48,20.4936,-77.2246
4,1.13644,16.8979
18,6.41193,43.781
28,10.3316,44.1373
48,19.141,-64.8103
18,7.1832,51.8359
24,10.3797,28.4863
8,1.94566,-13.3625
14,4.02229,-41.3742
28,10.2379,-4.61112
14,4.38311,-12.266
60,24.9662,-99.3119
10,3.73379,-40.9267
34,14.1547,55.0867
34,12.7488,-28.2168
36,14.1032,27.4214
4,1.33397,-17.1765
34,12.8221,-105.361
78,42.6982,118.623
16,6.23208,9.56272
18,5.46136,79.6416
20,9.00592,14.7752
26,9.08827,76.1157
16,4.73163,52.3277
22,9.63291,-53.9216
38,19.2976,88.7013
12,5.01382,51.5777
38,15.6135,-46.1469
8,2.73022,-12.9842
50,19.8317,-55.636
28,9.43934,-11.931
62,24.0677,-118.971
30,12.3525,-6.24993
2,0.622188,-2.0578
82,40.6828,189.781
34,11.3136,-64.0343
14,5.34692,14.1574
26,8.83474,18.9748
140,73.4248,202.076
20,6.15158,30.4093
132,59.6193,165.021
26,9.03442,55.2534
18,6.44173,-5.72743
16,6.35511,53.8191
46,19.8893,18.2691
20,7.38298,52.5205
24,7.90282,98.2526
20,10.204,61.6808
8,3.06596,15.1057
36,12.1758,-103.112
30,13.0996,5.06511
30,12.2576,56.5552
6,2.70496,-3.77507
36,13.4022,140.79
70,27.6603,26.9342
30,10.6398,-107.169
4,1.67309,-15.6355
70,29.0643,-1.54137
14,5.45108,-12.8742
36,14.887,77.4417
32,12.0009,67.8416
28,9.01692,-108.158
46,21.9645,147.581
36,16.8342,66.8145
24,8.22316,-69.584
20,8.47085,-43.5523
22,8.27207,9.9906
46,20.9102,-48.0988
22,8.20313,-74.7958
12,4.28641,22.7397
96,45.6509,-124.959
28,9.83045,88.3666
2,1.14226,-1.1067
28,11.5063,19.4229
14,5.59428,70.5151
38,13.3416,-64.222
22,8.33088,75.039
40,23.6264,19.8367
36,14.7986,39.9378
8,2.59152,-16.6337
26,9.24742,17.055
32,11.2323,-30.1976
12,4.39812,-7.34573
12,4.70894,-54.5357
26,11.414,-52.5206
12,3.04521,42.6047
6,2.46549,-22.5344
38,15.1031,11.526
18,9.27555,25.174
60,23.3906,71.4866
10,2.7606,-4.97296
24,9.78569,-4.21872
48,16.0385,-51.918
22,6.62396,5.24298
30,10.7907,-53.6893
42,19.1334,-63.8049
30,10.9297,-98.5752
18,7.19091,-60.1538
18,8.82139,81.9004
26,8.00014,40.0962
24,9.14029,120.194
2,0.544329,-2.68015
8,4.58836,-10.7189
46,20.6909,64.119
24,8.18782,24.5146
16,5.45542,37.2991
16,7.52511,6.48712
8,1.57931,-45.5385
36,12.4438,-119.695
20,7.01589,-28.9799
18,6.7657,-55.9082
58,23.6605,98.793
4,2.73947,-13.5018
24,9.94043,-50.8463
62,22.7135,36.4948
36,13.1462,-60.9251
32,9.34011,-65.1672
18,3.71565,15.0294
22,7.51356,-45.7196
128,70.3455,191.991
26,8.84901,-102.614
22,7.04891,-93.0647
38,20.1643,-58.9684
38,12.0232,-80.9661
20,7.68461,81.589
22,7.62041,-76.5836
34,12.611,7.3453
18,5.97174,-20.6861
16,5.99769,45.8416
6,2.16603,0.389368
26,8.22807,36.675
14,6.24501,68.9653
20,7.4945,50.2192
14,6.0739,-14.8549
18,5.24942,-11.1811
28,10.31,-40.3157
20,6.84032,31.7233
8,3.05858,-12.2295
28,6.73714,-103.355
38,16.1093,-53.1992
18,5.69272,-81.285
16,6.03782,66.7843
10,2.85921,-60.1374
30,11.0871,25.2273
18,9.34642,-13.6702
38,16.3099,-127.023
30,12.0315,-17.9836
2,0.903499,-2.37295
52,25.4027,-95.9762
54,21.4092,-148.591
28,9.64041,101.544
22,10.229,21.4522
20,6.42968,-30.2317
6,2.05371,-18.106
30,11.7146,77.4614
28,7.97777,-77.6511
28,10.4533,51.9519
48,17.154,-125.374
16,8.34886,-5.39487
22,10.0603,-28.6855
84,41.4273,79.8854
20,6.21492,-66.9705
34,10.7265,22.9733
6,2.75414,23.2907
12,4.53044,20.6518
36,13.6476,55.4269
32,12.5786,83.6608
28,12.4559,-41.7687
28,11.2071,63.0964
28,10.1581,-37.4424
36,15.3467,60.0102
18,5.63087,6.88352
24,10.2585,-36.8883
26,8.37621,101.295
20,10.2194,-18.1318
28,9.31919,-36.0093
16,6.15111,29.0615
30,11.7777,-19.0876
30,9.74901,-48.8592
26,10.1604,106.665
56,18.4579,-71.3243
8,2.19629,-42.2783
48,20.5077,-60.1497
20,8.23084,23.6198
36,13.1284,79.1157
4,1.19164,15.9794
28,11.0818,-13.1475
30,16.7302,74.2061
26,7.82132,11.6696
32,11.5961,49.5148
8,1.89883,-6.37535
36,10.9269,42.1482
24,9.06017,-58.3844
50,19.5545,-64.2683
24,9.31299,2.26323
24,8.89622,13.8248
4,0.891565,17.0666
8,3.84548,-10.9009
34,9.84433,69.8262
30,12.0538,-130.995
8,3.42098,-19.303
12,3.656,-56.4276
30,13.505,42.6375
20,6.18273,-0.497864
40,20.3605,-67.4809
18,6.66957,41.3772
60,22.9273,-137.358
16,4.22142,-84.4888
26,10.4428,-88.9691
28,9.06457,-25.4862
42,26.2596,-72.8623
40,14.8219,-81.607
22,8.52237,-51.1808
126,62.3364,151.53
16,5.16365,22.2935
36,13.4623,-55.3688
4,1.16023,-21.4133
4,2.61125,10.656
20,7.10181,72.6687
28,14.9063,-8.71293
26,8.49327,-21.653
18,7.80237,-69.8043
8,2.46298,-7.24758
40,15.3168,10.9774
56,23.0124,38.7045
12,3.02801,-34.8358
40,17.3376,61.3855
52,22.3525,107.288
32,11.5541,4.61271
28,13.3623,82.3408
16,7.13731,56.0862
42,17.0577,21.9391
8,2.54505,11.439
50,17.3537,-144.868
10,2.85158,32.009
4,1.02224,17.4005
54,22.1604,-8.43128
14,6.57673,-13.7937
30,10.8753,81.6228
28,9.54855,-34.0789
28,10.4163,-39.9393
2,0.788803,-2.82963
6,2.0496,4.82704
56,22.6373,-12.7414
32,11.4718,-84.9575
58,23.1907,131.605
20,6.10609,-37.1917
