eta_diff
15.9904
17.3142
18.1716
14.6129
15.3682
15.1461
18.1329
17.663
15.8511
16.5338
17.3907
14.2256
17.1287
16.5849
15.3325
15.8849
16.7359
17.7926
17.5234
17.8164
14.8922
17.7969
17.0395
14.9189
16.8686
17.8444
17.1075
18.9332
20.2602
17.8926
15.4554
16.4988
15.4252
17.202
17.4095
15.9273
15.7656
18.901
15.1803
16.6471
15.1596
15.8788
14.9162
19.2198
16.2705
17.5977
17.4113
19.7862
17.0362
14.943
16.556
15.4277
17.5376
15.0925
14.9134
15.7893
18.8091
16.7631
15.4784
18.6238
16.3132
15.8584
17.4601
18.0135
16.978
17.5506
16.1239
16.8266
15.477
15.6809
14.4536
16.0574
17.9688
18.6221
16.6821
18.2505
15.7385
17.5205
16.9669
17.4244
18.8796
16.0863
16.6273
15.2003
15.7707
17.1074
15.6872
16.7068
16.0815
14.1869
17.2137
19.1941
16.9177
14.0327
15.623
16.5456
17.752
18.1592
19.1005
16.4589
18.9675
18.4215
15.2584
16.2081
17.2849
15.9499
17.6689
16.6479
18.0583
15.0058
15.3259
16.5322
16.8415
16.6643
17.3905
15.476
18.5144
18.3168
18.4803
16.4304
18.9476
17.1448
16.6191
15.8485
17.5707
15.5558
17.0043
17.5049
16.057
17.3114
16.9127
17.2926
17.9907
15.2417
17.1308
15.8982
17.3303
17.5886
16.1968
12.5018
16.7107
18.4069
15.5662
17.3081
16.4164
16.0249
15.9601
15.8755
17.2703
15.9575
17.6358
15.5657
18.1914
16.7614
17.4311
14.755
17.9502
16.7857
16.6199
16.7415
17.0819
15.8127
17.7514
15.1208
15.5678
15.8931
16.6119
18.2261
14.4048
16.7352
15.7467
16.4643
16.4777
16.0039
17.454
19.2099
15.8635
17.07
14.2648
18.3875
16.3186
16.026
15.9678
16.4378
17.2584
17.6949
18.1493
17.606
17.7298
18.7809
16.6619
17.0045
17.973
19.3271
17.8298
15.8263
17.3407
15.6151
17.5395
16.0459
17.0124
17.0563
15.6034
17.4856
17.1938
15.1728
18.3049
17.1173
18.658
16.835
16.9116
17.0479
17.9752
17.3384
16.0136
19.0844
17.7776
15.8413
20.0979
15.8287
15.9944
17.8038
16.8304
18.5869
16.1595
13.8924
16.6289
17.5875
15.1784
15.6156
14.4849
16.3618
20.3938
16.5803
14.9689
17.782
19.0142
15.9299
16.3791
17.0196
13.0752
16.1063
15.2777
17.2399
15.5544
18.1615
15.6745
19.5112
18.3485
15.62
17.5097
15.2294
16.305
16.6918
20.141
17.2434
17.3925
15.9443
17.6267
16.0559
16.4681
16.9363
17.0153
16.374
15.9532
16.8201
15.7628
20.7761
18.0454
16.4751
18.2213
16.168
16.9394
14.7406
15.8607
15.1762
17.8967
16.3013
19.9327
16.0355
16.4282
16.2502
13.6239
17.1964
17.6479
16.8686
16.2508
16.1981
16.4531
16.2637
16.9647
15.1214
15.4246
16.3269
17.4174
15.7727
16.8526
15.4978
16.7468
15.9277
17.7877
19.0679
16.7608
14.2155
17.6105
14.7163
16.5037
15.7431
16.5434
16.4864
16.5122
15.9114
17.6236
15.2201
14.4808
17.1096
16.3937
15.4711
15.0249
14.7211
13.6664
15.6798
15.9026
16.1541
14.2875
17.8511
13.6557
16.5461
16.0836
15.5179
15.5833
16.6995
18.6192
15.6425
16.9721
15.3179
16.0117
17.342
17.0481
17.8547
16.1854
16.4416
15.0444
17.8473
16.9664
15.9402
16.1898
16.5549
18.2961
17.102
16.6048
17.4434
16.5172
18.9638
15.6238
15.2685
17.1563
17.7893
17.8333
17.7947
18.1154
15.065
15.0569
17.3472
18.021
18.0457
16.0315
15.1982
17.5434
17.707
17.6017
15.2967
15.4471
16.0958
15.8732
16.4001
16.6626
17.5886
16.8334
15.358
17.7918
17.3828
15.4738
16.2297
19.0929
15.5887
18.0308
14.3437
17.2976
17.6573
16.5111
15.9213
17.5741
16.3809
14.9482
16.9981
17.4095
15.637
16.9649
18.5841
18.8319
17.0623
15.135
12.7207
16.8889
15.9805
17.2885
15.9342
16.2805
15.3326
18.5298
18.6567
14.959
17.4014
18.1914
15.8767
18.9267
16.7514
15.8463
16.9676
14.7232
18.0106
17.8355
17.4169
16.8074
14.2299
16.7168
15.0381
18.2918
14.7549
16.8735
16.1629
15.4084
15.8103
16.7224
17.2375
17.3555
16.6707
14.6315
17.0199
15.9552
18.9835
15.263
17.1539
17.1231
15.4291
14.6697
16.6954
16.786
17.0804
15.6934
17.2632
18.2678
17.1185
16.3661
16.5757
18.4872
17.6236
17.9209
18.161
15.6337
18.0315
18.5503
16.7808
15.38
16.8659
14.9389
15.8043
17.4485
13.6217
17.4862
14.7874
16.5189
16.3304
15.732
15.3315
19.4442
15.7332
17.4468
17.3881
15.8845
15.6246
18.1061
17.0098
15.6356
17.2353
14.7599
17.7261
15.6646
16.9362
18.6149
15.7565
16.4114
17.9398
16.3089
17.0061
16.7575
18.0154
18.6453
15.7178
16.0634
17.5638
16.5975
15.7958
16.8844
14.1872
14.4993
18.5414
14.3507
16.0259
17.099
16.2323
17.5679
16.3105
17.4871
15.7363
19.3765
15.9508
16.9381
13.6941
16.3197
17.5414
18.071
15.1765
16.0908
16.4324
15.7715
14.8165
15.3484
15.2434
15.9371
16.7379
16.2157
17.0168
14.9024
16.4572
16.5115
17.1809
16.0495
17.7081
14.4886
17.4543
16.0239
17.7184
18.0315
17.0266
18.2288
15.1714
16.2003
15.1219
15.969
17.3502
17.144
17.5841
14.886
15.2728
17.0724
15.2801
15.0903
19.8147
15.5428
16.4624
15.3515
17.3292
18.0142
17.3071
16.3198
16.8498
15.4014
16.9838
16.6273
17.3887
16.4886
17.6457
16.8249
16.7152
17.2289
15.7111
17.1551
18.2364
18.567
16.2392
15.652
16.233
17.265
17.2248
13.2658
18.0914
16.6589
18.5031
16.4351
16.1541
17.9333
16.8452
15.1375
18.597
16.423
16.2747
17.2269
14.7175
14.3305
16.9187
16.1042
16.1467
15.793
18.5498
15.1659
15.8626
17.3749
17.6655
17.1175
15.462
17.8327
15.3895
16.4599
15.8853
17.2593
17.7178
17.8229
15.0977
17.7912
16.3589
18.5219
16.2847
15.5949
16.0537
15.7404
17.4813
16.257
20.1747
15.7108
15.175
15.8309
16.3585
13.7131
15.8196
16.9854
14.2326
15.7773
16.5802
14.9661
16.7268
15.4635
16.4524
15.3801
15.93
16.8434
18.3245
17.702
18.0299
15.8323
16.5978
17.3569
15.0259
15.9854
16.0182
21.1872
15.8072
18.1471
16.9229
17.1024
17.9646
17.9079
17.0378
16.2568
17.4822
16.2612
15.2843
16.4825
18.0892
15.1118
16.2477
19.0787
17.1383
17.5171
16.5612
13.2411
16.2782
16.0757
15.2003
18.7337
16.6786
15.9951
16.3752
17.2583
16.5498
18.2594
13.8307
14.6124
18.5492
17.2011
17.6179
17.0969
16.895
17.2751
15.4694
15.4001
14.932
14.3117
15.4027
17.3858
19.0766
17.7465
17.9704
16.44
17.4392
17.3185
16.0158
15.8633
18.9485
17.9613
15.281
17.1736
16.4765
18.3679
19.6153
16.6723
19.0377
16.017
17.6718
16.8833
16.6664
14.696
17.406
17.0919
19.1824
16.9753
16.3873
16.8618
15.5861
14.5281
20.7009
16.7971
16.676
17.2664
14.2864
16.3085
16.878
14.1622
15.9137
14.5458
15.01
14.8404
14.2194
14.3189
17.2282
12.1248
16.3901
17.0785
18.249
15.7111
15.4223
16.7759
16.7625
17.1795
18.0704
15.1933
16.7489
16.4275
16.5544
16.2953
20.4247
17.7073
18.6547
17.7953
16.2946
16.3491
17.8906
16.0047
17.1327
16.0002
17.8285
19.7823
16.0386
15.5091
17.1555
16.7317
18.4404
15.3464
16.3874
17.1726
18.2343
17.0609
14.2667
17.5176
19.7955
17.2336
17.6087
16.4802
17.4915
17.2827
18.7518
17.7071
19.2403
17.0224
10.2864
15.5653
15.0131
15.1052
16.3258
15.9883
17.1567
15.7951
15.2794
18.4893
14.7594
15.3897
18.3245
15.8875
16.1713
16.6087
15.8624
16.2434
16.7062
17.8369
16.379
17.1574
18.3536
15.0446
16.7127
14.8091
15.6835
18.8852
15.4438
15.4416
17.7636
15.9773
16.5102
17.1671
17.1339
15.9346
15.8432
17.5496
16.3513
16.7121
17.6753
14.8527
17.0466
18.2576
15.9292
18.0191
15.8042
19.1781
16.6072
17.8188
17.0589
16.661
15.7015
16.2976
18.6925
16.887
18.0488
19.4227
14.7139
15.5824
13.3364
15.9044
15.3194
16.8169
15.9162
14.2396
17.0568
15.4205
17.9983
16.2675
15.8727
16.7359
16.935
16.5667
17.8267
17.0781
18.0686
18.8557
15.8964
15.845
18.0093
15.4816
18.6864
18.4907
16.2681
16.4974
17.6461
14.7827
15.7708
16.2659
16.1378
18.7392
14.1467
17.503
17.5844
17.0896
15.0683
17.7108
19.7147
13.3481
14.0717
18.7676
15.9554
15.6985
17.1174
14.9232
16.2643
16.6515
15.145
12.8632
14.8731
17.6942
17.0234
15.9243
16.0715
16.6603
16.1561
18.3922
15.4656
14.1639
14.6057
16.0686
17.841
15.2418
16.3044
16.249
15.2465
18.1734
15.6006
17.3984
18.3613
16.2259
17.781
19.0389
17.4505
16.5166
15.5598
14.6004
17.4441
14.0857
16.3264
14.9807
16.1932
15.775
16.9919
14.8654
16.7898
15.4263
17.0964
19.1523
14.4859
16.6361
17.3464
17.9609
14.0753
17.1105
14.2374
16.0079
15.0169
14.3123
19.4742
16.1592
15.9032
18.8554
16.7338
15.6783
18.0309
16.644
16.2845
15.8787
16.0086
17.1158
15.2593
17.0108
15.3911
16.6576
16.7239
18.2138
14.7771
18.4799
15.3421
17.1686
16.9932
15.6451
17.865
16.2886
16.786
17.0824
15.4054
15.0082
18.2792
19.0942
16.4008
16.8779
16.6649
13.507
18.1285
14.1663
16.3182
15.6201
15.8702
17.4492
16.2737
16.7158
16.11
17.413
15.8774
16.9894
15.0777
16.0698
14.2024
17.2122
15.6938
15.9434
17.6618
18.21
15.8921
18.1155
14.7388
15.8529
16.539
16.1996
16.0554
16.6
16.3769
