mult,pT,eta
26,9.60662,-99.6559
4,0.674136,10.8305
30,12.1507,58.9225
2,0.997827,2.71198
56,30.5593,48.7642
8,3.93764,-40.3039
4,1.58255,-6.41829
64,34.6013,61.5206
12,5.4098,50.9502
42,16.2939,124.559
32,11.1196,-11.687
24,7.16336,4.37056
44,16.5627,-101.435
2,0.156783,-4.44634
60,31.8567,-57.1591
84,49.9161,90.7707
52,22.4936,28.4785
22,7.82069,101.541
2,1.17782,-1.53506
4,1.02393,-8.31719
36,14.2108,-53.0767
64,23.9377,157.77
16,4.89265,-76.4275
76,28.554,-84.4148
30,13.3287,-51.4311
26,10.8907,6.56307
32,15.3304,-39.2612
24,7.75687,-52.1575
12,4.52555,-56.0498
40,20.331,-4.80979
28,10.8382,9.94731
10,2.62573,-60.2621
26,12.714,24.5776
48,22.2838,-88.6359
2,0.617968,-1.29889
12,3.42194,-22.3983
48,19.1365,-6.8467
8,2.58329,-41.3453
24,6.79735,66.3228
2,0.275168,-1.02334
40,17.0079,-78.9991
76,41.3648,-71.1664
6,1.95371,27.6936
6,1.96781,28.5865
4,2.78137,13.6648
10,3.47355,38.5797
38,18.8718,-73.1133
24,7.31857,-51.5631
34,14.9153,134.13
8,1.81672,31.1836
8,3.94143,37.5627
40,19.3847,-23.9909
64,29.0291,-58.1837
28,12.3939,-64.3873
20,9.54755,52.9669
10,2.08249,-55.0744
74,31.1608,19.1049
6,1.17858,32.5448
4,1.29403,-17.4154
6,2.07074,-3.8218
16,6.28715,88.432
24,11.5834,-66.4071
22,8.55819,67.5713
18,6.94855,15.3325
46,15.9616,-86.118
2,0.289895,3.98322
28,13.8031,61.6142
16,5.45345,31.5158
36,13.1798,-85.6195
8,2.80379,-37.9431
24,10.8657,29.3805
12,6.16036,31.352
4,1.6605,14.5735
46,15.3892,48.2699
22,9.68359,55.8901
34,14.6361,-3.37906
68,29.0346,51.332
14,4.1846,-65.2886
14,3.93944,43.598
6,1.81954,27.8506
2,0.364609,-4.36026
4,0.449625,15.4445
16,6.18485,-69.1261
20,5.81042,-59.7713
18,6.93613,-44.5991
24,10.5063,-0.804628
86,35.2622,64.7044
4,0.835491,15.1699
14,6.93324,-73.0048
14,3.90034,52.1937
18,6.59547,51.9384
4,1.33823,14.909
52,20.6653,-104.021
22,8.5881,21.3658
4,2.30676,14.6801
16,4.71725,77.7793
28,11.1427,-26.7191
18,5.90629,22.8113
22,8.49,-91.774
14,5.3204,-25.7673
40,16.4544,-75.4601
14,4.29082,-0.685971
8,2.06964,44.6927
14,4.61354,-36.9106
22,8.81226,65.5939
6,2.3517,24.4832
30,11.578,105.741
130,67.8081,-138.873
14,4.30451,54.2413
22,6.54728,-80.8798
8,2.64459,-21.2438
10,3.12221,-21.6992
16,9.40858,-57.729
32,9.62728,26.8015
6,1.78666,-31.0373
4,1.44555,-13.3383
2,0.841982,-2.39445
40,16.6661,-9.14634
28,10.3531,71.4851
38,11.9997,21.9445
54,24.9266,93.782
26,9.6318,87.8083
14,6.27688,43.9141
10,3.21804,-37.1063
4,0.78077,12.5909
14,5.13665,22.997
6,1.36335,-30.3219
6,1.48282,25.8314
4,1.20294,-17.4739
4,2.86981,-12.7498
38,11.9411,-64.749
38,13.6013,31.2915
22,9.15941,-56.9462
2,0.370157,2.80523
46,17.6902,-79.9337
26,18.7776,-18.2303
144,78.4652,-192.543
4,0.620843,15.2497
8,2.22772,41.057
28,10.4309,-94.6267
14,4.76453,37.1114
72,36.9995,-84.606
2,0.773705,0.131099
14,4.61164,-34.1662
14,9.33995,-64.1998
78,32.906,-15.854
18,5.2715,63.3555
28,10.4424,-3.88321
26,10.1376,-70.4332
14,3.46169,-48.0994
42,14.1324,-70.1497
30,16.9765,90.0741
2,0.713357,-0.786341
38,13.5515,-43.7418
12,3.61456,-52.6108
4,0.939175,16.0418
14,4.46351,38.1876
24,10.6178,114.335
28,9.57626,24.5767
52,24.3059,-86.2527
2,0.764605,-0.28843
14,4.58499,-67.8268
8,2.73904,-36.4275
42,16.1655,-56.9568
12,3.55204,-66.2552
4,1.45445,15.3129
42,16.1856,82.6893
48,18.4997,22.5545
8,2.32291,-8.14521
8,2.5728,-11.0433
28,9.4482,50.3504
120,69.7335,-98.4799
8,3.08344,-13.6065
36,15.7492,-54.0447
38,14.2438,132.9
20,8.89308,10.4387
12,3.96764,9.52204
8,3.59596,35.8888
2,1.38628,2.85059
22,8.54502,22.1902
10,4.23106,53.4664
22,8.75169,-65.7986
40,17.549,38.0213
16,6.06465,-80.2551
16,6.49421,-63.8981
14,5.48169,-72.4908
6,1.29705,-0.58339
34,15.8322,67.3244
44,18.444,181.241
32,15.7964,-80.5246
6,2.0039,-13.5956
40,13.438,-43.5291
62,24.7891,129.139
6,2.71137,26.9373
36,14.2354,46.3735
40,16.9055,-70.269
4,1.66483,8.97404
24,9.23414,57.3638
28,9.70472,30.0355
6,1.28135,30.5191
24,8.141,-59.2658
14,4.80408,63.6585
4,1.62552,-12.0157
24,10.2565,39.6019
4,0.784287,15.6739
16,4.88245,-62.0378
30,10.9165,-32.5452
4,0.512872,-10.805
14,5.0806,-52.8821
48,21.855,90.6586
30,11.1036,-98.7226
26,11.1243,-45.6684
26,8.11684,-112.956
16,6.67493,68.5738
10,3.1735,-48.4423
40,15.0294,-57.6166
10,3.74476,45.3754
76,33.6782,-70.946
48,28.2307,0.724027
20,7.77984,-102.494
6,1.68058,-6.04768
2,0.540455,2.70288
44,19.0942,21.8976
12,3.61554,20.129
24,10.0526,-44.7837
16,4.9042,-10.5686
28,10.0733,-17.9959
22,8.49416,20.5663
10,3.63749,-43.5731
18,6.83804,-69.0957
6,1.96968,28.7025
8,2.99911,41.6678
18,3.24259,-23.5826
20,7.6696,98.3555
2,0.466382,-1.36643
32,12.7154,93.677
8,3.59918,9.38974
26,7.14003,115.101
26,10.603,7.51856
2,0.313072,-2.63846
32,12.8136,-112.245
14,5.90784,63.2641
58,30.7772,62.3958
26,7.21888,7.7298
64,29.0887,132.92
14,7.2301,45.0359
36,16.1934,44.0245
28,8.80273,-35.8537
6,1.96731,28.2011
16,5.09346,87.4756
48,18.8989,24.4915
48,20.8269,-119.356
32,13.3157,-111.879
10,4.04791,-48.9887
20,8.39411,102.654
42,17.4973,-58.1016
6,2.01308,29.3622
16,6.46545,-86.944
20,7.29543,19.045
48,23.1613,-16.8205
24,8.95109,-48.5542
6,1.67905,-22.0061
46,22.9333,-46.8008
24,8.41984,-40.3515
26,8.25216,86.1153
10,2.48604,33.3689
26,10.4457,84.7145
44,17.9838,-52.0711
32,10.4035,-83.8976
30,11.7255,40.4869
16,5.40405,-46.6481
6,3.47206,26.9734
96,43.5129,-13.6422
10,2.18326,-44.7051
110,44.7886,-89.4219
32,12.5278,-36.1069
22,9.15812,-50.1851
8,2.37009,42.8867
32,11.9978,-82.5425
28,11.3022,-33.6419
26,10.4237,5.88846
78,36.2451,81.5595
2,1.01162,-2.25096
44,18.0101,-22.958
16,4.80665,44.4737
8,2.82137,-14.5931
8,1.94417,35.1941
2,0.558505,1.3709
8,1.95859,-38.0134
4,1.4052,16.6297
14,3.89756,-48.5279
40,11.0642,-77.0905
10,3.06128,47.6256
34,12.9085,-46.5901
12,3.69619,40.4899
2,0.287022,-0.0756848
20,6.83872,-56.3707
16,6.5601,33.0033
30,12.163,-61.4781
28,9.32096,-20.4928
36,11.8569,-41.9101
34,13.9379,-55.2307
28,9.69717,-34.1531
32,11.91,135.761
18,8.33062,21.4098
42,19.3803,-2.52434
2,0.694302,0.393675
76,25.8599,168.737
4,1.21176,16.9631
24,9.81048,-72.5763
22,6.73265,85.8176
32,10.3902,-41.7464
76,34.2201,-58.7123
16,4.89952,-70.9626
56,19.5459,13.9238
8,2.48043,-39.443
26,8.53511,114.791
24,8.52166,38.3656
30,9.06305,-88.5788
32,12.4331,-118.2
26,8.44751,16.2791
42,16.2688,-41.3345
6,2.7232,-23.0736
12,5.34355,5.15308
54,16.0884,-70.8415
32,12.1789,55.3747
20,7.24211,-69.2553
34,11.6923,-10.2046
52,17.4576,18.0237
44,20.4773,-112.979
6,1.40725,-29.994
14,5.50797,46.0205
46,24.2827,-117.328
26,9.69742,-15.7884
28,13.1211,8.79626
32,13.9719,49.2441
32,11.6061,-76.3812
14,4.44217,30.1175
48,16.9714,-164.836
24,8.6947,-42.1652
10,2.96924,-43.7429
46,17.3444,82.9497
34,14.5809,-120.028
50,21.8548,-122.338
2,0.382833,3.33954
10,5.17717,-38.6203
48,19.9162,-127.731
40,12.8738,39.779
32,12.8733,62.4041
10,3.45906,-22.3953
24,10.5826,80.7219
18,8.11436,-43.6979
26,10.4223,101.252
2,0.913232,0.22306
28,9.46657,67.5866
30,13.409,57.7988
14,6.36801,36.6515
14,7.24777,65.259
18,8.87218,-88.1741
34,14.2901,-75.3281
20,8.36953,-38.1031
28,10.0957,-50.4579
20,6.20939,-75.9276
72,32.169,-48.6729
24,6.93933,-48.2534
20,6.92183,-82.2298
36,15.8324,-70.8501
34,14.0027,28.4301
6,1.84866,26.5128
64,26.6251,133.935
22,8.22516,-36.9994
24,7.98317,50.5414
42,17.6247,76.5295
22,5.16296,12.1321
32,14.8203,-39.7404
26,8.89618,33.7608
64,25.4223,-22.595
108,52.4445,-67.9323
10,4.7889,-50.7456
14,9.30387,-63.0523
12,4.82556,-55.1271
24,10.6763,84.3141
24,7.6004,-11.127
22,9.82115,-109.109
16,5.91405,-35.8165
42,15.6965,96.3991
16,5.26916,34.1654
24,7.59218,-69.8099
12,3.76722,30.4994
24,7.08834,63.6712
4,1.08326,-15.3758
28,9.6594,-71.9422
58,24.6985,-31.3535
30,12.5068,-17.7803
2,1.45257,0.758106
6,2.03322,31.7646
28,9.42854,-25.3752
38,19.274,-156.803
24,7.23515,-33.6674
24,9.38493,82.3993
34,14.7957,81.1317
10,3.19383,-53.98
32,15.0245,-79.1297
48,14.6021,-12.9767
10,2.81901,-28.4112
32,11.0236,13.4153
4,0.895506,13.5147
2,0.747546,-3.31013
92,33.543,35.9024
46,17.6998,-59.2548
36,14.8436,63.2568
52,19.7186,-91.2554
78,40.511,65.6958
4,1.89369,-14.5111
20,6.01735,76.0668
46,17.4006,-94.342
46,14.9037,78.7573
22,7.28351,42.6886
8,2.29359,39.2464
18,10.6731,50.3431
14,6.77246,57.9572
8,2.90137,27.623
4,1.25207,-9.09562
20,7.37337,-4.06361
32,11.3376,-29.4419
46,19.4605,-8.61949
46,18.3803,-41.1148
2,0.645983,-2.85309
54,20.8763,-47.3555
4,0.945985,-13.7752
4,2.53214,-11.7501
40,14.5594,88.3709
2,0.837046,6.849
10,3.37086,-47.7899
4,0.774008,16.3384
4,0.798924,-20.2908
22,9.01808,37.7206
34,10.6327,14.2804
40,13.8657,-7.2358
12,4.64161,55.7135
4,1.63208,-13.5326
10,3.82834,42.413
14,5.5024,-43.7158
14,4.52274,61.2638
28,9.77043,-100.273
26,8.60267,106.031
86,34.0621,197.817
24,7.0802,-100.07
32,14.3432,-116.176
42,15.1285,45.3414
2,0.238365,-1.27322
20,9.47718,89.562
56,25.6431,4.77409
12,3.45695,-60.5308
16,4.13651,80.9734
28,9.06063,-68.2086
2,0.728479,-2.96446
2,0.655917,0.519862
26,11.5669,-77.0181
88,41.5799,66.1914
12,3.40715,-55.712
20,8.90033,-32.5853
38,10.9571,-24.9514
32,12.1797,78.2475
30,14.7312,-49.6431
24,7.32602,-77.2778
4,1.17239,17.9738
4,1.85081,-13.6953
30,11.1957,93.6187
48,25.4437,22.2649
48,18.8283,46.8618
34,12.9296,-66.7083
52,25.6388,-60.7186
38,18.4615,3.39566
4,1.4857,-13.6742
42,15.1839,-29.6773
38,11.3803,-25.293
36,14.0595,10.4356
18,5.20888,42.5807
46,19.0119,-33.0846
36,11.154,-36.3372
20,7.54893,29.2506
12,5.10305,-52.5554
34,10.8283,-98.0842
20,7.73772,107.957
44,16.6961,-81.8173
24,8.48693,115.401
18,6.41314,-45.242
42,14.2875,-60.9399
28,10.406,-111.275
32,7.96133,50.9164
34,14.0864,-96.4137
34,12.8715,119.46
24,10.1497,88.4335
52,18.9277,14.7347
66,37.3476,98.8009
24,7.79354,-70.7164
28,7.71341,123.396
34,10.4283,63.2565
18,8.70384,-74.0272
14,5.64786,-46.6637
10,4.20129,45.1546
4,0.959501,-9.69364
40,18.6873,77.9199
6,3.21125,22.9831
66,35.632,30.9682
28,9.82374,75.9474
68,34.0373,-225.362
20,7.44822,-76.5745
20,6.59138,-89.7773
28,8.18485,-88.4111
8,3.01826,36.5887
44,18.6124,88.0529
24,6.03571,-42.2174
42,15.6823,60.0348
24,8.26467,71.8375
48,15.8554,59.131
8,3.59475,-9.54478
24,8.57239,-32.8618
10,4.30861,41.3814
18,5.83012,-77.0436
2,0.751048,-0.0442875
54,25.5924,67.1793
28,10.0709,-91.9403
28,12.1598,-96.9811
16,5.52859,69.7914
66,20.9642,-85.8809
32,11.669,79.629
28,9.15403,89.4961
44,24.171,107.787
24,11.1012,-106.187
36,14.1609,42.745
24,12.3478,-69.4697
28,11.4476,52.9517
66,35.1005,-28.6926
14,5.60313,-20.2532
34,11.1342,-61.5076
28,9.28951,55.503
30,10.554,-51.6829
24,8.46852,-102.066
76,35.9364,173.178
12,3.11513,70.221
18,6.17695,-32.4818
10,5.09616,36.0918
22,6.05254,-66.4579
2,0.644889,0.103499
32,11.2521,54.444
34,12.0689,-37.9216
58,22.4953,-93.33
26,8.34684,87.5086
14,5.19771,-47.0898
18,5.29014,17.9454
4,1.33635,11.3162
8,3.08612,18.0377
24,11.4344,-76.7561
8,2.85597,5.91628
10,3.36664,-25.1124
42,16.0816,-69.1555
40,15.928,60.0733
22,7.16383,87.2545
24,9.16626,110.118
4,0.808666,12.615
50,20.4774,124.591
22,8.13898,38.4331
38,18.6989,-85.1394
20,5.90007,58.3853
44,16.2002,-91.493
42,15.5522,41.9349
12,4.69315,28.8245
32,11.82,-71.1746
76,21.961,-82.8087
46,16.4792,32.1983
46,17.7,86.2625
18,6.57897,-29.1526
52,22.8015,-76.2541
28,8.31232,-53.4806
14,5.14766,46.026
6,1.65511,25.4322
28,9.51631,58.5595
50,18.4883,78.2398
60,23.4607,-151.757
30,8.20193,64.4029
46,17.6527,-22.6864
4,1.39889,-15.2069
20,8.00471,43.6809
26,12.615,49.2251
12,3.77514,52.6689
10,3.88715,45.4204
8,2.93487,-41.2095
10,4.08189,-23.5631
36,17.1578,-106.765
36,17.1595,-39.5887
4,2.0324,-13.5586
22,11.0486,-66.6537
14,5.87143,36.3744
16,6.57483,73.2982
4,0.833106,-16.004
6,1.99818,21.5203
2,0.564407,-1.97229
6,2.02149,-30.3909
12,5.20444,-64.0616
6,1.19579,-22.8139
18,6.66262,-87.7991
20,9.67,44.0674
36,12.9497,119.909
28,10.8618,-116.597
34,11.1213,-102.594
4,0.699367,-17.104
46,18.5272,32.4707
12,3.24451,61.5453
18,7.34503,-42.0477
38,13.2575,69.2506
22,7.72398,-51.3048
54,23.7778,-74.9097
4,1.36322,-13.9526
46,14.2471,-129.132
6,1.95542,-27.0764
32,12.6379,59.2978
2,0.763239,3.20632
2,1.08047,-3.73961
40,20.1087,-9.11456
20,9.68151,0.18673
190,106.651,-61.6716
76,42.6871,45.9348
16,5.92783,56.8599
4,1.16565,-13.6745
44,18.6773,-101.38
26,7.89974,-42.0852
18,7.43412,23.7441
38,15.6916,56.2837
10,3.693,-10.0901
22,6.48549,-108.329
54,22.1819,132.559
34,13.1352,120.796
68,37.3639,-146.014
34,16.0332,91.0298
24,8.5537,24.7469
28,10.4229,-55.5812
44,18.6449,-33.1803
16,6.12935,-16.1728
48,19.4902,144.815
32,13.4761,108.845
20,8.30132,-22.3065
26,7.60096,-44.4506
6,1.2617,-30.9077
2,0.29594,2.36445
18,7.40775,-68.5813
6,2.61577,24.6852
42,17.3692,-47.9305
26,13.2819,-65.683
2,0.342066,0.519998
56,23.0217,115.326
2,0.745196,2.1286
2,0.273821,1.09653
8,2.17274,33.9498
30,13.674,24.1376
8,2.52565,-40.4572
10,2.98545,-34.7714
40,15.1743,83.3655
2,0.479798,0.769097
32,9.87321,-15.4839
66,35.0009,65.9177
48,13.8825,-31.4601
4,1.04184,-18.0325
34,16.2543,-9.5157
28,9.74461,59.648
36,13.5465,54.9355
14,6.44877,65.3109
36,12.6717,-90.5451
48,18.2576,37.801
16,6.98994,43.1856
20,6.8556,49.1202
6,1.94735,-28.0314
16,5.48873,-69.6712
26,9.91672,93.4199
2,1.40389,2.62848
2,0.384704,3.84673
14,3.04879,32.3086
40,17.003,-84.8255
2,0.47254,2.93356
62,26.2978,-53.1589
112,56.4896,-17.0674
52,19.6547,161.144
10,2.98487,-45.9092
22,9.78835,-2.318
66,41.8866,-183.267
24,7.4556,41.6049
10,3.32406,-46.7652
122,50.1181,106.008
4,0.509449,-17.7011
2,0.479509,1.23779
2,0.582733,-3.48642
4,1.60408,-5.77328
52,20.6201,38.6584
40,14.935,144.479
50,31.9847,102.158
22,8.28602,-69.2252
16,5.89655,49.6044
12,4.37373,-44.7455
36,10.51,-65.8003
40,14.3239,44.9952
2,1.04442,2.6113
22,10.4778,60.4025
38,20.0711,23.583
22,7.31956,-93.8901
26,9.61651,-99.8614
106,55.5256,-181.947
6,3.16432,11.3968
40,14.7454,11.726
16,5.46683,-33.9446
36,16.9911,51.4609
34,13.1704,66.3753
50,13.8599,61.5253
48,19.3205,46.1787
76,33.1185,84.617
26,9.52496,72.2219
52,17.1862,-7.13269
16,5.1412,40.1821
46,19.5277,46.1137
2,0.409509,-3.74836
46,18.0598,86.3455
42,18.5312,-55.5778
10,3.31379,34.4094
10,5.30604,42.1458
6,1.07352,-25.4499
8,3.02353,-41.8891
16,7.83529,-61.1919
72,36.8406,-4.64866
32,11.3901,-88.6663
30,17.0969,-23.8792
32,14.8117,59.5421
8,2.54519,-41.2596
36,16.1804,-74.2522
58,23.9046,62.1796
36,11.7538,37.6976
22,6.73488,-93.0349
6,2.36292,26.8079
22,8.29836,103.16
8,2.75005,-25.1097
2,0.34541,2.42104
14,3.47987,-42.7529
50,19.0581,14.2703
20,5.29232,58.4342
8,2.41031,42.1454
102,60.349,-18.8307
28,12.7626,-120.246
30,9.60939,29.4482
4,1.11227,-16.7396
32,12.5679,-16.7228
16,3.67416,59.905
14,3.9526,72.3051
20,6.56162,-61.7935
38,13.3374,11.2063
16,5.00698,-52.0233
28,8.91448,-64.8281
18,7.1733,-30.4004
40,16.9263,-45.3354
34,12.8326,24.0994
36,9.77101,-58.8481
10,3.26362,-51.0219
24,6.03719,33.8969
20,8.12246,-63.2056
6,2.42401,12.5281
56,20.1347,-11.685
26,8.78621,96.6853
56,21.5615,62.048
42,15.9039,-26.0287
2,0.311304,0.0789616
52,28.4241,-3.45399
4,1.35682,12.6256
28,10.848,-10.6765
18,4.84195,-39.8079
4,1.25645,-7.56724
38,15.9212,-110.536
30,11.2697,34.6044
38,12.7103,88.7994
8,2.52494,-39.0862
2,0.470391,-0.0646557
24,8.20494,-1.58701
24,9.44652,-31.0714
16,4.98834,-39.6592
56,23.4727,70.3194
34,12.6612,8.71094
34,13.6507,59.0287
38,16.2629,109.11
24,8.05803,-113.899
18,6.78913,9.38829
24,7.46922,-42.5484
14,4.0545,-74.9468
38,18.8778,-146.715
2,0.733221,0.0303633
30,9.99758,82.5553
6,2.30905,23.34
34,11.9971,-65.5211
38,11.6023,36.2715
2,0.200811,0.881885
18,5.91368,59.4033
6,1.96997,-26.9356
10,4.77885,-50.8192
40,12.8044,45.1318
4,1.05776,14.1314
10,5.34931,42.1002
34,14.1655,128.198
8,2.02795,-40.6177
24,6.95092,-126.2
18,8.09819,44.9009
26,6.8934,-68.8356
104,51.9176,-89.4354
8,2.08515,-45.9889
30,9.00848,-33.2022
22,8.35677,-61.2761
14,6.57327,-61.8383
8,3.18118,36.158
20,6.42325,10.4934
26,10.1281,-85.2222
18,7.59958,88.9352
36,14.6713,85.9274
18,6.58589,-65.3426
50,22.509,65.8051
68,28.0947,-79.2277
18,7.5896,30.565
8,1.92936,39.7466
12,4.65079,51.5654
32,13.5181,-19.4252
26,9.88355,68.2433
24,10.2659,75.9943
18,6.36729,-78.8035
16,5.28631,-19.3865
36,12.2434,6.00071
38,18.3166,-83.0035
18,7.00186,73.6647
26,10.4778,45.5676
18,6.14067,-74.0844
6,1.55245,25.065
10,4.50301,29.3955
18,9.01278,60.0961
2,0.282234,-0.0437978
10,5.14392,-43.1054
32,12.8074,-33.6202
20,8.35374,5.9163
2,0.331263,3.26208
92,43.2808,-0.33865
2,0.534805,-1.59742
14,4.02064,-62.4855
40,13.6233,-63.7707
80,28.9038,38.783
96,50.2515,3.69759
36,13.3053,70.1768
2,0.845573,-2.41431
20,6.6255,-80.3086
6,1.85062,16.4298
24,9.42549,69.8823
28,13.2373,67.8829
4,2.26049,12.2149
6,1.9284,0.317988
6,1.93989,28.7695
8,2.85034,-29.7103
2,0.859594,-1.8661
16,5.48947,62.2129
40,14.7021,46.7793
20,9.00468,-55.802
54,18.6641,-92.8756
94,57.2514,42.8395
2,0.686834,0.300035
32,9.59595,44.8163
4,0.8921,17.5523
28,9.36567,142.704
28,11.3235,-93.374
68,33.0601,150.346
22,7.2411,-105.538
14,3.6026,-66.365
12,2.6568,63.2051
2,0.488359,-3.22608
86,44.2489,-223.612
10,2.6939,42.4526
4,1.17381,14.6467
6,2.36653,17.8699
28,9.94049,-23.7415
14,6.2907,60.2347
14,3.09666,-47.584
4,1.3711,14.213
20,8.01559,-74.4983
4,1.6816,-16.3556
28,9.96503,-50.2332
4,1.5547,10.0919
10,3.46705,41.0717
2,0.475203,-2.02252
16,8.03589,-59.6037
4,2.63698,-4.42927
38,14.5,9.22201
12,4.02817,-59.3125
34,14.2301,23.4392
16,6.68961,43.2604
4,0.955666,7.72418
22,7.06192,63.1741
26,7.21867,22.4959
70,32.1418,110.933
22,8.88039,-91.2962
24,8.085,-48.8732
116,58.5206,-145.82
30,10.1597,23.4063
14,5.69915,-66.4172
20,7.0521,76.607
20,8.96912,-85.4339
24,8.51238,66.4878
16,4.79596,51.1088
28,9.40533,-118.574
20,7.30214,-85.1426
26,10.6543,106.629
14,5.88528,-64.2736
36,14.3177,-4.13712
18,6.6483,76.5943
6,1.65125,-26.3288
30,11.3615,37.3708
26,8.53786,-105.736
14,3.89913,22.6432
12,4.2922,-54.6693
46,18.1072,-56.8378
22,10.7234,-2.66498
6,4.12523,-28.5655
14,5.81044,-42.6288
2,0.259714,-0.420553
16,5.74909,41.8172
40,15.7308,104.71
70,26.9488,64.034
26,8.3506,-1.36402
58,27.8023,-23.98
2,0.282228,-0.534687
22,8.52272,-35.8184
22,8.42289,43.63
16,4.8888,-84.7182
12,3.93832,-29.9955
16,5.07925,47.3079
34,11.8828,-112.863
40,16.7112,43.275
8,2.10466,-24.5424
52,17.2659,-79.0497
4,1.90655,-9.51897
24,7.0644,-43.4943
4,1.66817,12.4518
22,12.1055,-74.4309
4,0.554466,-18.5891
14,3.79902,-57.7772
44,14.5493,-128.083
12,5.43141,58.2223
28,8.69301,71.6952
20,6.47935,-90.7865
20,4.66095,106.09
34,14.5861,61.439
32,14.0361,30.8957
24,8.69857,-54.9022
2,0.458196,3.2766
42,22.1273,-97.4635
44,22.1291,94.7099
6,1.00785,28.5498
46,16.5829,149.398
10,3.29047,43.1995
8,3.16112,39.8031
34,11.8256,68.0602
22,6.76491,67.7387
2,0.641368,-0.72805
8,2.56876,36.8274
2,0.954317,1.54911
58,30.9741,73.9068
16,5.63294,-68.6714
8,2.04715,-17.3368
24,11.5478,96.7512
56,17.4937,65.2469
20,5.35892,-92.7974
28,14.9677,-70.4761
20,8.27971,87.2383
40,16.801,60.8251
52,21.4323,125.537
22,11.1529,58.2811
26,10.7751,103.11
8,3.75225,-32.198
10,3.69249,-50.1908
30,11.8441,52.8893
16,6.92113,69.0126
4,1.17242,-14.7569
50,25.7629,-96.5399
28,12.2904,12.2224
54,24.4266,42.0247
4,0.937973,-15.8734
58,25.1199,121.652
14,4.67499,3.31145
46,23.7882,20.6018
42,15.0591,-31.0255
12,4.08757,66.4539
8,3.34866,-9.96559
4,1.82456,7.11131
14,5.74095,-54.7936
6,2.06479,-17.7554
18,5.47416,-94.1357
4,1.1224,9.80438
4,2.13762,14.6911
8,3.52143,30.1822
12,5.14057,29.3673
28,11.5859,-106.143
22,9.04208,-77.9653
2,0.650072,3.66978
12,3.65095,-8.53478
46,17.3638,36.506
12,4.41948,-20.3713
28,10.6468,-52.1182
32,11.943,-30.6429
42,17.8962,24.0839
22,11.4931,93.9008
48,15.4015,-41.5851
10,4.06161,26.2385
18,6.26678,93.5539
26,8.43467,-74.4729
28,9.92122,-41.5928
32,13.7258,-60.458
62,31.1647,92.2472
82,32.5801,19.5953
6,2.36891,-28.254
4,1.38599,15.019
12,6.43669,43.1365
50,20.3607,39.1774
10,3.92352,-19.2946
24,8.48296,-17.7218
16,7.69439,28.4995
16,5.5575,-5.11917
4,1.56808,-13.9928
40,15.3192,7.15132
4,1.04042,5.73273
34,11.5963,-82.9063
6,2.36702,-10.2465
56,20.8166,-54.9097
36,13.5308,-66.3272
58,23.5261,56.2262
74,33.0942,-27.8727
18,5.32303,-36.562
18,6.56993,89.9666
28,12.0205,51.6918
34,13.7756,-97.7262
12,5.63055,17.465
14,4.63918,-21.2193
2,0.852494,2.0321
86,41.9369,-63.1719
30,10.3678,-139.968
40,15.7858,-103.45
26,9.3216,-33.6751
14,6.55118,-68.176
44,18.4799,-109.548
22,7.04994,-32.0762
66,28.9439,71.0883
18,5.06548,65.9399
56,21.2389,84.9906
12,4.33576,-60.1943
88,45.7219,-58.1764
24,6.87747,-9.17292
4,1.12336,-15.0675
18,6.7314,40.1436
10,3.1675,-53.1385
4,1.41017,-15.1847
4,0.897722,-7.31924
28,11.327,-85.8965
22,8.42737,-41.6316
2,0.452391,1.539
2,1.07834,-2.57941
16,3.50215,34.084
28,11.8523,-75.1246
50,25.8641,102.063
54,24.2541,32.7344
30,13.1301,63.0551
18,4.99436,-92.2519
4,1.11134,-10.9862
26,8.34316,-18.1153
6,1.29156,28.9748
28,7.32268,11.1338
24,10.509,73.7991
54,24.0715,-161.219
42,16.2229,68.9769
50,22.8979,-7.71338
90,43.8143,-40.3556
8,2.54528,17.3828
22,8.22138,66.7238
8,2.01281,-39.6419
12,3.9045,-8.08293
22,7.90887,63.1451
48,24.4512,3.06849
34,13.9258,-41.6104
20,9.35326,82.9668
2,0.578042,3.52182
6,1.63776,-1.08354
50,21.8494,-38.7228
32,11.1369,-98.2584
20,7.18964,-67.4457
18,8.88504,-42.7253
2,0.54525,-2.46697
38,15.3076,103.306
8,2.03436,44.0322
26,7.93496,52.6574
18,6.48854,-34.7095
48,16.2358,-71.2982
20,8.4246,69.8765
4,0.445545,-15.9439
10,3.78648,-44.2931
10,4.22331,-34.7448
20,8.02762,80.9354
48,20.4904,-67.0922
2,0.569881,-2.88243
2,0.729033,-2.30198
26,11.1325,60.5815
82,34.688,-125.996
42,15.7803,46.7901
96,43.4367,-37.0173
22,8.20031,-37.973
20,6.45414,-1.05292
2,0.542117,-0.852651
20,6.82035,46.7953
32,12.4401,72.5387
40,17.9921,78.1764
60,25.0257,-45.1386
6,1.77067,-25.9124
46,18.514,64.6946
16,4.73832,-7.07486
16,4.17197,65.7166
2,0.32935,-0.0200991
8,3.13251,14.0288
12,4.37464,39.2218
26,9.48123,-106.385
20,8.00616,53.1052
42,17.7558,-159.807
10,3.38265,-19.5901
16,6.52176,-63.1788
10,4.19579,4.86376
4,1.14362,-14.8177
46,18.5972,39.3001
38,15.5175,62.6486
28,10.8683,21.8968
16,8.59931,59.0572
10,4.09861,48.926
26,7.94327,84.977
